,COMPONENTE,ANO/FAIXA,UNIDADES TEMÁTICAS,OBJETOS DE CONHECIMENTO,HABILIDADES
59,História,6º,A invenção do mundo clássico e o contraponto com outras sociedades,"Povos da Antiguidade na África (egípcios), no Oriente Médio (mesopotâmicos) e nas Américas (pré-colombianos)
Os povos indígenas originários do atual território brasileiro e seus hábitos culturais e sociais","(EF06HI08) Identificar os espaços territoriais ocupados e os aportes culturais, científicos, sociais e econômicos dos astecas, maias e incas e dos povos indígenas de diversas regiões brasileiras."
60,História,6º,A invenção do mundo clássico e o contraponto com outras sociedades,O Ocidente Clássico: aspectos da cultura na Grécia e em Roma,"(EF06HI09) Discutir o conceito de Antiguidade Clássica, seu alcance e limite na tradição ocidental, assim como os impactos sobre outras sociedades e culturas."
61,História,6º,Lógicas de organização política,"As noções de cidadania e política na Grécia e em Roma
• Domínios e expansão das culturas grega e romana
• Significados do conceito de “império” e as lógicas de conquista, conflito e negociação dessa forma de organização política
As diferentes formas de organização política na África: reinos, impérios, cidades-estados e sociedades linhageiras ou aldeias","(EF06HI10) Explicar a formação da Grécia Antiga, com ênfase na formação da pólis e nas transformações políticas, sociais e culturais."
62,História,6º,Lógicas de organização política,"As noções de cidadania e política na Grécia e em Roma
• Domínios e expansão das culturas grega e romana
• Significados do conceito de “império” e as lógicas de conquista, conflito e negociação dessa forma de organização política
As diferentes formas de organização política na África: reinos, impérios, cidades-estados e sociedades linhageiras ou aldeias",(EF06HI11) Caracterizar o processo de formação da Roma Antiga e suas configurações sociais e políticas nos períodos monárquico e republicano.
63,História,6º,Lógicas de organização política,"As noções de cidadania e política na Grécia e em Roma
• Domínios e expansão das culturas grega e romana
• Significados do conceito de “império” e as lógicas de conquista, conflito e negociação dessa forma de organização política
As diferentes formas de organização política na África: reinos, impérios, cidades-estados e sociedades linhageiras ou aldeias",(EF06HI12) Associar o conceito de cidadania a dinâmicas de inclusão e exclusão na Grécia e Roma antigas.
64,História,6º,Lógicas de organização política,"As noções de cidadania e política na Grécia e em Roma
• Domínios e expansão das culturas grega e romana
• Significados do conceito de “império” e as lógicas de conquista, conflito e negociação dessa forma de organização política
As diferentes formas de organização política na África: reinos, impérios, cidades-estados e sociedades linhageiras ou aldeias","(EF06HI13) Conceituar “império” no mundo antigo, com vistas à análise das diferentes formas de equilíbrio e desequilíbrio entre as partes envolvidas."
65,História,6º,Lógicas de organização política,"A passagem do mundo antigo para o mundo medieval
A fragmentação do poder político na Idade Média","(EF06HI14) Identificar e analisar diferentes formas de contato, adaptação ou exclusão entre populações em diferentes tempos e espaços."
66,História,6º,Lógicas de organização política,"O Mediterrâneo como espaço de interação entre as sociedades da Europa, da África e do Oriente Médio","(EF06HI15) Descrever as dinâmicas de circulação de pessoas, produtos e culturas no Mediterrâneo e seu significado."
67,História,6º,Trabalho e formas de organização social e cultural,"Senhores e servos no mundo antigo e no medieval
Escravidão e trabalho livre em diferentes temporalidades e espaços (Roma Antiga, Europa medieval e África)
Lógicas comerciais na Antiguidade romana e no mundo medieval","(EF06HI16) Caracterizar e comparar as dinâmicas de abastecimento e as formas de organização do trabalho e da vida social em diferentes sociedades e períodos, com destaque para as relações entre senhores e servos."
68,História,6º,Trabalho e formas de organização social e cultural,"Senhores e servos no mundo antigo e no medieval
Escravidão e trabalho livre em diferentes temporalidades e espaços (Roma Antiga, Europa medieval e África)
Lógicas comerciais na Antiguidade romana e no mundo medieval","(EF06HI17) Diferenciar escravidão, servidão e trabalho livre no mundo antigo."
69,História,6º,Trabalho e formas de organização social e cultural,"O papel da religião cristã, dos mosteiros e da cultura na Idade Média",(EF06HI18) Analisar o papel da religião cristã na cultura e nos modos de organização social no período medieval.
70,História,6º,Trabalho e formas de organização social e cultural,"O papel da mulher na Grécia e em Roma, e no período medieval",(EF06HI19) Descrever e analisar os diferentes papéis sociais das mulheres no mundo antigo e nas sociedades medievais.
71,História,7º,"O mundo moderno e a conexão entre sociedades africanas, americanas e europeias","A construção da ideia de modernidade e seus impactos na concepção de História
A ideia de “Novo Mundo” ante o Mundo Antigo: permanências e rupturas de saberes e práticas na emergência do mundo moderno","(EF07HI01) Explicar o significado de “modernidade” e suas lógicas de inclusão e exclusão, com base em uma concepção europeia."
72,História,7º,"O mundo moderno e a conexão entre sociedades africanas, americanas e europeias","A construção da ideia de modernidade e seus impactos na concepção de História
A ideia de “Novo Mundo” ante o Mundo Antigo: permanências e rupturas de saberes e práticas na emergência do mundo moderno","(EF07HI02) Identificar conexões e interações entre as sociedades do Novo Mundo, da Europa, da África e da Ásia no contexto das navegações e indicar a complexidade e as interações que ocorrem nos Oceanos Atlântico, Índico e Pacífico."
73,História,7º,"O mundo moderno e a conexão entre sociedades africanas, americanas e europeias",Saberes dos povos africanos e pré-colombianos expressos na cultura material e imaterial,"(EF07HI03) Identificar aspectos e processos específicos das sociedades africanas e americanas antes da chegada dos europeus, com destaque para as formas de organização social e o desenvolvimento de saberes e técnicas."
74,História,7º,"Humanismos, Renascimentos e o Novo Mundo","Humanismos: uma nova visão de ser humano e de mundo
Renascimentos artísticos e culturais",(EF07HI04) Identificar as principais características dos Humanismos e dos Renascimentos e analisar seus significados.
75,História,7º,"Humanismos, Renascimentos e o Novo Mundo",Reformas religiosas: a cristandade fragmentada,(EF07HI05) Identificar e relacionar as vinculações entre as reformas religiosas e os processos culturais e sociais do período moderno na Europa e na América.
76,História,7º,"Humanismos, Renascimentos e o Novo Mundo",As descobertas científicas e a expansão marítima,(EF07HI06) Comparar as navegações no Atlântico e no Pacífico entre os séculos XIV e XVI.
77,História,7º,A organização do poder e as dinâmicas do mundo colonial americano,A formação e o funcionamento das monarquias europeias: a lógica da centralização política e os conflitos na Europa,(EF07HI07) Descrever os processos de formação e consolidação das monarquias e suas principais características com vistas à compreensão das razões da centralização política.
78,História,7º,A organização do poder e as dinâmicas do mundo colonial americano,"A conquista da América e as formas de organização política dos indígenas e europeus: conflitos, dominação e conciliação","(EF07HI08) Descrever as formas de organização das sociedades americanas no tempo da conquista com vistas à compreensão dos mecanismos de alianças, confrontos e resistências."
79,História,7º,A organização do poder e as dinâmicas do mundo colonial americano,"A conquista da América e as formas de organização política dos indígenas e europeus: conflitos, dominação e conciliação",(EF07HI09) Analisar os diferentes impactos da conquista europeia da América para as populações ameríndias e identificar as formas de resistência.
80,História,7º,A organização do poder e as dinâmicas do mundo colonial americano,"A estruturação dos vice-reinos nas Américas
Resistências indígenas, invasões e expansão na América portuguesa","(EF07HI10) Analisar, com base em documentos históricos, diferentes interpretações sobre as dinâmicas das sociedades americanas no período colonial."
81,História,7º,A organização do poder e as dinâmicas do mundo colonial americano,"A estruturação dos vice-reinos nas Américas
Resistências indígenas, invasões e expansão na América portuguesa",(EF07HI11) Analisar a formação histórico-geográfica do território da América portuguesa por meio de mapas históricos.
82,História,7º,A organização do poder e as dinâmicas do mundo colonial americano,"A estruturação dos vice-reinos nas Américas
Resistências indígenas, invasões e expansão na América portuguesa","(EF07HI12) Identificar a distribuição territorial da população brasileira em diferentes épocas, considerando a diversidade étnico-racial e étnico-cultural (indígena, africana, europeia e asiática)."
83,História,7º,Lógicas comerciais e mercantis da modernidade,As lógicas mercantis e o domínio europeu sobre os mares e o contraponto Oriental,(EF07HI13) Caracterizar a ação dos europeus e suas lógicas mercantis visando ao domínio no mundo atlântico.
84,História,7º,Lógicas comerciais e mercantis da modernidade,As lógicas mercantis e o domínio europeu sobre os mares e o contraponto Oriental,(EF07HI14) Descrever as dinâmicas comerciais das sociedades americanas e africanas e analisar suas interações com outras sociedades do Ocidente e do Oriente.
85,História,7º,Lógicas comerciais e mercantis da modernidade,"As lógicas internas das sociedades africanas
As formas de organização das sociedades ameríndias
A escravidão moderna e o tráfico de escravizados",(EF07HI15) Discutir o conceito de escravidão moderna e suas distinções em relação ao escravismo antigo e à servidão medieval.
86,História,7º,Lógicas comerciais e mercantis da modernidade,"As lógicas internas das sociedades africanas
As formas de organização das sociedades ameríndias
A escravidão moderna e o tráfico de escravizados","(EF07HI16) Analisar os mecanismos e as dinâmicas de comércio de escravizados em suas diferentes fases, identificando os agentes responsáveis pelo tráfico e as regiões e zonas africanas de procedência dos escravizados."
87,História,7º,Lógicas comerciais e mercantis da modernidade,A emergência do capitalismo,(EF07HI17) Discutir as razões da passagem do mercantilismo para o capitalismo.
88,História,8º,O mundo contemporâneo: o Antigo Regime em crise,A questão do iluminismo e da ilustração,(EF08HI01) Identificar os principais aspectos conceituais do iluminismo e do liberalismo e discutir a relação entre eles e a organização do mundo contemporâneo.
89,História,8º,O mundo contemporâneo: o Antigo Regime em crise,As revoluções inglesas e os princípios do liberalismo,(EF08HI02) Identificar as particularidades político-sociais da Inglaterra do século XVII e analisar os desdobramentos posteriores à Revolução Gloriosa.
90,História,8º,O mundo contemporâneo: o Antigo Regime em crise,"Revolução Industrial e seus impactos na produção e circulação de povos, produtos e culturas","(EF08HI03) Analisar os impactos da Revolução Industrial na produção e circulação de povos, produtos e culturas."
91,História,8º,O mundo contemporâneo: o Antigo Regime em crise,Revolução Francesa e seus desdobramentos,(EF08HI04) Identificar e relacionar os processos da Revolução Francesa e seus desdobramentos na Europa e no mundo.
92,História,8º,O mundo contemporâneo: o Antigo Regime em crise,Rebeliões na América portuguesa: as conjurações mineira e baiana,"(EF08HI05) Explicar os movimentos e as rebeliões da América portuguesa, articulando as temáticas locais e suas interfaces com processos ocorridos na Europa e nas Américas."
93,História,8º,Os processos de independência nas Américas,"Independência dos Estados Unidos da América 
Independências na América espanhola
• A revolução dos escravizados em São Domingo e seus múltiplos significados e desdobramentos: o caso do Haiti
Os caminhos até a independência do Brasil","(EF08HI06) Aplicar os conceitos de Estado, nação, território, governo e país para o entendimento de conflitos e tensões."
94,História,8º,Os processos de independência nas Américas,"Independência dos Estados Unidos da América 
Independências na América espanhola
• A revolução dos escravizados em São Domingo e seus múltiplos significados e desdobramentos: o caso do Haiti
Os caminhos até a independência do Brasil","(EF08HI07) Identificar e contextualizar as especificidades dos diversos processos de independência nas Américas, seus aspectos populacionais e suas conformações territoriais."
95,História,8º,Os processos de independência nas Américas,"Independência dos Estados Unidos da América 
Independências na América espanhola
• A revolução dos escravizados em São Domingo e seus múltiplos significados e desdobramentos: o caso do Haiti
Os caminhos até a independência do Brasil",(EF08HI08) Conhecer o ideário dos líderes dos movimentos independentistas e seu papel nas revoluções que levaram à independência das colônias hispano-americanas.
96,História,8º,Os processos de independência nas Américas,"Independência dos Estados Unidos da América 
Independências na América espanhola
• A revolução dos escravizados em São Domingo e seus múltiplos significados e desdobramentos: o caso do Haiti
Os caminhos até a independência do Brasil",(EF08HI09) Conhecer as características e os principais pensadores do Pan-americanismo.
97,História,8º,Os processos de independência nas Américas,"Independência dos Estados Unidos da América 
Independências na América espanhola
• A revolução dos escravizados em São Domingo e seus múltiplos significados e desdobramentos: o caso do Haiti
Os caminhos até a independência do Brasil",(EF08HI10) Identificar a Revolução de São Domingo como evento singular e desdobramento da Revolução Francesa e avaliar suas implicações.
98,História,8º,Os processos de independência nas Américas,"Independência dos Estados Unidos da América 
Independências na América espanhola
• A revolução dos escravizados em São Domingo e seus múltiplos significados e desdobramentos: o caso do Haiti
Os caminhos até a independência do Brasil","(EF08HI11) Identificar e explicar os protagonismos e a atuação de diferentes grupos sociais e étnicos nas lutas de independência no Brasil, na América espanhola e no Haiti."
99,História,8º,Os processos de independência nas Américas,"Independência dos Estados Unidos da América 
Independências na América espanhola
• A revolução dos escravizados em São Domingo e seus múltiplos significados e desdobramentos: o caso do Haiti
Os caminhos até a independência do Brasil","(EF08HI12) Caracterizar a organização política e social no Brasil desde a chegada da Corte portuguesa, em 1808, até 1822 e seus desdobramentos para a história política brasileira."
100,História,8º,Os processos de independência nas Américas,"Independência dos Estados Unidos da América 
Independências na América espanhola
• A revolução dos escravizados em São Domingo e seus múltiplos significados e desdobramentos: o caso do Haiti
Os caminhos até a independência do Brasil",(EF08HI13) Analisar o processo de independência em diferentes países latino-americanos e comparar as formas de governo neles adotadas.
101,História,8º,Os processos de independência nas Américas,"A tutela da população indígena, a escravidão dos negros e a tutela dos egressos da escravidão","(EF08HI14) Discutir a noção da tutela dos grupos indígenas e a participação dos negros na sociedade brasileira do final do período colonial, identificando permanências na forma de preconceitos, estereótipos e violências sobre as populações indígenas e negras no Brasil e nas Américas."
102,História,8º,O Brasil no século XIX,"Brasil: Primeiro Reinado
O Período Regencial e as contestações ao poder central
O Brasil do Segundo Reinado: política e economia
• A Lei de Terras e seus desdobramentos na política do Segundo Reinado
• Territórios e fronteiras: a Guerra do Paraguai",(EF08HI15) Identificar e analisar o equilíbrio das forças e os sujeitos envolvidos nas disputas políticas durante o Primeiro e o Segundo Reinado.
103,História,8º,O Brasil no século XIX,"Brasil: Primeiro Reinado
O Período Regencial e as contestações ao poder central
O Brasil do Segundo Reinado: política e economia
• A Lei de Terras e seus desdobramentos na política do Segundo Reinado
• Territórios e fronteiras: a Guerra do Paraguai","(EF08HI16) Identificar, comparar e analisar a diversidade política, social e regional nas rebeliões e nos movimentos contestatórios ao poder centralizado."
104,História,8º,O Brasil no século XIX,"Brasil: Primeiro Reinado
O Período Regencial e as contestações ao poder central
O Brasil do Segundo Reinado: política e economia
• A Lei de Terras e seus desdobramentos na política do Segundo Reinado
• Territórios e fronteiras: a Guerra do Paraguai","(EF08HI17) Relacionar as transformações territoriais, em razão de questões de fronteiras, com as tensões e conflitos durante o Império."
105,História,8º,O Brasil no século XIX,"Brasil: Primeiro Reinado
O Período Regencial e as contestações ao poder central
O Brasil do Segundo Reinado: política e economia
• A Lei de Terras e seus desdobramentos na política do Segundo Reinado
• Territórios e fronteiras: a Guerra do Paraguai",(EF08HI18) Identificar as questões internas e externas sobre a atuação do Brasil na Guerra do Paraguai e discutir diferentes versões sobre o conflito.
106,História,8º,O Brasil no século XIX,"O escravismo no Brasil do século XIX: plantations e revoltas de escravizados, abolicionismo e políticas migratórias no Brasil Imperial","(EF08HI19) Formular questionamentos sobre o legado da escravidão nas Américas, com base na seleção e consulta de fontes de diferentes naturezas."
107,História,8º,O Brasil no século XIX,"O escravismo no Brasil do século XIX: plantations e revoltas de escravizados, abolicionismo e políticas migratórias no Brasil Imperial",(EF08HI20) Identificar e relacionar aspectos das estruturas sociais da atualidade com os legados da escravidão no Brasil e discutir a importância de ações afirmativas.
108,História,8º,O Brasil no século XIX,Políticas de extermínio do indígena durante o Império,(EF08HI21) Identificar e analisar as políticas oficiais com relação ao indígena durante o Império.
109,História,8º,O Brasil no século XIX,"A produção do imaginário nacional brasileiro: cultura popular, representações visuais, letras e o Romantismo no Brasil","(EF08HI22) Discutir o papel das culturas letradas, não letradas e das artes na produção das identidades no Brasil do século XIX."
110,História,8º,Configurações do mundo no século XIX,"Nacionalismo, revoluções e as novas nações europeias",(EF08HI23) Estabelecer relações causais entre as ideologias raciais e o determinismo no contexto do imperialismo europeu e seus impactos na África e na Ásia.
111,História,8º,Configurações do mundo no século XIX,Uma nova ordem econômica: as demandas do capitalismo industrial e o lugar das economias africanas e asiáticas nas dinâmicas globais,"(EF08HI24) Reconhecer os principais produtos, utilizados pelos europeus, procedentes do continente africano durante o imperialismo e analisar os impactos sobre as comunidades locais na forma de organização e exploração econômica."
112,História,8º,Configurações do mundo no século XIX,Os Estados Unidos da América e a América Latina no século XIX,(EF08HI25) Caracterizar e contextualizar aspectos das relações entre os Estados Unidos da América e a América Latina no século XIX.
113,História,8º,Configurações do mundo no século XIX,O imperialismo europeu e a partilha da África e da Ásia,(EF08HI26) Identificar e contextualizar o protagonismo das populações locais na resistência ao imperialismo na África e Ásia.
114,História,8º,Configurações do mundo no século XIX,"Pensamento e cultura no século XIX: darwinismo e racismo
O discurso civilizatório nas Américas, o silenciamento dos saberes indígenas e as formas de integração e destruição de comunidades e povos indígenas
A resistência dos povos e comunidades indígenas diante da ofensiva civilizatória","(EF08HI27) Identificar as tensões e os significados dos discursos civilizatórios, avaliando seus impactos negativos para os povos indígenas originários e as populações negras nas Américas."
115,História,9º,O nascimento da República no Brasil e os processos históricos até a metade do século XX,"Experiências republicanas e práticas autoritárias: as tensões e disputas do mundo contemporâneo
A proclamação da República e seus primeiros desdobramentos","(EF09HI01) Descrever e contextualizar os principais aspectos sociais, culturais, econômicos e políticos da emergência da República no Brasil."
116,História,9º,O nascimento da República no Brasil e os processos históricos até a metade do século XX,"Experiências republicanas e práticas autoritárias: as tensões e disputas do mundo contemporâneo
A proclamação da República e seus primeiros desdobramentos","(EF09HI02) Caracterizar e compreender os ciclos da história republicana, identificando particularidades da história local e regional até 1954."
117,História,9º,O nascimento da República no Brasil e os processos históricos até a metade do século XX,"A questão da inserção dos negros no período republicano do pós-abolição
Os movimentos sociais e a imprensa negra; a cultura afro-brasileira como elemento de resistência e superação das discriminações",(EF09HI03) Identificar os mecanismos de inserção dos negros na sociedade brasileira pós-abolição e avaliar os seus resultados.
118,História,9º,O nascimento da República no Brasil e os processos históricos até a metade do século XX,"A questão da inserção dos negros no período republicano do pós-abolição
Os movimentos sociais e a imprensa negra; a cultura afro-brasileira como elemento de resistência e superação das discriminações","(EF09HI04) Discutir a importância da participação da população negra na formação econômica, política e social do Brasil."
119,História,9º,O nascimento da República no Brasil e os processos históricos até a metade do século XX,"Primeira República e suas características
Contestações e dinâmicas da vida cultural no Brasil entre 1900 e 1930",(EF09HI05) Identificar os processos de urbanização e modernização da sociedade brasileira e avaliar suas contradições e impactos na região em que vive.
120,História,9º,O nascimento da República no Brasil e os processos históricos até a metade do século XX,"O período varguista e suas contradições
A emergência da vida urbana e a segregação espacial
O trabalhismo e seu protagonismo político","(EF09HI06) Identificar e discutir o papel do trabalhismo como força política, social e cultural no Brasil, em diferentes escalas (nacional, regional, cidade, comunidade)."
121,História,9º,O nascimento da República no Brasil e os processos históricos até a metade do século XX,A questão indígena durante a República (até 1964),"(EF09HI07) Identificar e explicar, em meio a lógicas de inclusão e exclusão, as pautas dos povos indígenas, no contexto republicano (até 1964), e das populações afrodescendentes."
122,História,9º,O nascimento da República no Brasil e os processos históricos até a metade do século XX,Anarquismo e protagonismo feminino,(EF09HI08) Identificar as transformações ocorridas no debate sobre as questões da diversidade no Brasil durante o século XX e compreender o significado das mudanças de abordagem em relação ao tema.
123,História,9º,O nascimento da República no Brasil e os processos históricos até a metade do século XX,Anarquismo e protagonismo feminino,"(EF09HI09) Relacionar as conquistas de direitos políticos, sociais e civis à atuação de movimentos sociais."
124,História,9º,Totalitarismos e conflitos mundiais,"O mundo em conflito: a Primeira Guerra Mundial A questão da Palestina
A Revolução Russa
A crise capitalista de 1929","(EF09HI10) Identificar e relacionar as dinâmicas do capitalismo e suas crises, os grandes conflitos mundiais e os conflitos vivenciados na Europa."
125,História,9º,Totalitarismos e conflitos mundiais,"O mundo em conflito: a Primeira Guerra Mundial A questão da Palestina
A Revolução Russa
A crise capitalista de 1929",(EF09HI11) Identificar as especificidades e os desdobramentos mundiais da Revolução Russa e seu significado histórico.
126,História,9º,Totalitarismos e conflitos mundiais,"O mundo em conflito: a Primeira Guerra Mundial A questão da Palestina
A Revolução Russa
A crise capitalista de 1929",(EF09HI12) Analisar a crise capitalista de 1929 e seus desdobramentos em relação à economia global.
127,História,9º,Totalitarismos e conflitos mundiais,"A emergência do fascismo e do nazismo 
A Segunda Guerra Mundial
Judeus e outras vítimas do holocausto","(EF09HI13) Descrever e contextualizar os processos da emergência do fascismo e do nazismo, a consolidação dos estados totalitários e as práticas de extermínio (como o holocausto)."
128,História,9º,Totalitarismos e conflitos mundiais,"O colonialismo na África
As guerras mundiais, a crise do colonialismo e o advento dos nacionalismos africanos e asiáticos",(EF09HI14) Caracterizar e discutir as dinâmicas do colonialismo no continente africano e asiático e as lógicas de resistência das populações locais diante das questões internacionais.
129,História,9º,Totalitarismos e conflitos mundiais,A Organização das Nações Unidas (ONU) e a questão dos Direitos Humanos,(EF09HI15) Discutir as motivações que levaram à criação da Organização das Nações Unidas (ONU) no contexto do pós-guerra e os propósitos dessa organização.
130,História,9º,Totalitarismos e conflitos mundiais,A Organização das Nações Unidas (ONU) e a questão dos Direitos Humanos,"(EF09HI16) Relacionar a Carta dos Direitos Humanos ao processo de afirmação dos direitos fundamentais e de defesa da dignidade humana, valorizando as instituições voltadas para a defesa desses direitos e para a identificação dos agentes responsáveis por sua violação."
131,História,9º,"Modernização, ditadura civil-militar e redemocratização: o Brasil após 1946",O Brasil da era JK e o ideal de uma nação moderna: a urbanização e seus desdobramentos em um país em transformação,"(EF09HI17) Identificar e analisar processos sociais, econômicos, culturais e políticos do Brasil a partir de 1946."
132,História,9º,"Modernização, ditadura civil-militar e redemocratização: o Brasil após 1946",O Brasil da era JK e o ideal de uma nação moderna: a urbanização e seus desdobramentos em um país em transformação,(EF09HI18) Descrever e analisar as relações entre as transformações urbanas e seus impactos na cultura brasileira entre 1946 e 1964 e na produção das desigualdades regionais e sociais.
133,História,9º,"Modernização, ditadura civil-militar e redemocratização: o Brasil após 1946","Os anos 1960: revolução cultural?
A ditadura civil-militar e os processos de resistência
As questões indígena e negra e a ditadura",(EF09HI19) Identificar e compreender o processo que resultou na ditadura civil-militar no Brasil e discutir a emergência de questões relacionadas à memória e à justiça sobre os casos de violação dos direitos humanos.
134,História,9º,"Modernização, ditadura civil-militar e redemocratização: o Brasil após 1946","Os anos 1960: revolução cultural?
A ditadura civil-militar e os processos de resistência
As questões indígena e negra e a ditadura",(EF09HI20) Discutir os processos de resistência e as propostas de reorganização da sociedade brasileira durante a ditadura civil-militar.
135,História,9º,"Modernização, ditadura civil-militar e redemocratização: o Brasil após 1946","Os anos 1960: revolução cultural?
A ditadura civil-militar e os processos de resistência
As questões indígena e negra e a ditadura",(EF09HI21) Identificar e relacionar as demandas indígenas e quilombolas como forma de contestação ao modelo desenvolvimentista da ditadura.
136,História,9º,"Modernização, ditadura civil-militar e redemocratização: o Brasil após 1946","O processo de redemocratização
A Constituição de 1988 e a emancipação das cidadanias (analfabetos, indígenas, negros, jovens etc.)
A história recente do Brasil: transformações políticas, econômicas, sociais e culturais de 1989 aos dias atuais
Os protagonismos da sociedade civil e as alterações da sociedade brasileira
A questão da violência contra populações marginalizadas
O Brasil e suas relações internacionais na era da globalização",(EF09HI22) Discutir o papel da mobilização da sociedade brasileira do final do período ditatorial até a Constituição de 1988.
137,História,9º,"Modernização, ditadura civil-militar e redemocratização: o Brasil após 1946","O processo de redemocratização
A Constituição de 1988 e a emancipação das cidadanias (analfabetos, indígenas, negros, jovens etc.)
A história recente do Brasil: transformações políticas, econômicas, sociais e culturais de 1989 aos dias atuais
Os protagonismos da sociedade civil e as alterações da sociedade brasileira
A questão da violência contra populações marginalizadas
O Brasil e suas relações internacionais na era da globalização","(EF09HI23) Identificar direitos civis, políticos e sociais expressos na Constituição de 1988 e relacioná-los à noção de cidadania e ao pacto da sociedade brasileira de combate a diversas formas de preconceito, como o racismo."
138,História,9º,"Modernização, ditadura civil-militar e redemocratização: o Brasil após 1946","O processo de redemocratização
A Constituição de 1988 e a emancipação das cidadanias (analfabetos, indígenas, negros, jovens etc.)
A história recente do Brasil: transformações políticas, econômicas, sociais e culturais de 1989 aos dias atuais
Os protagonismos da sociedade civil e as alterações da sociedade brasileira
A questão da violência contra populações marginalizadas
O Brasil e suas relações internacionais na era da globalização","(EF09HI24) Analisar as transformações políticas, econômicas, sociais e culturais de 1989 aos dias atuais, identificando questões prioritárias para a promoção da cidadania e dos valores democráticos."
139,História,9º,"Modernização, ditadura civil-militar e redemocratização: o Brasil após 1946","O processo de redemocratização
A Constituição de 1988 e a emancipação das cidadanias (analfabetos, indígenas, negros, jovens etc.)
A história recente do Brasil: transformações políticas, econômicas, sociais e culturais de 1989 aos dias atuais
Os protagonismos da sociedade civil e as alterações da sociedade brasileira
A questão da violência contra populações marginalizadas
O Brasil e suas relações internacionais na era da globalização",(EF09HI25) Relacionar as transformações da sociedade brasileira aos protagonismos da sociedade civil após 1989.
140,História,9º,"Modernização, ditadura civil-militar e redemocratização: o Brasil após 1946","O processo de redemocratização
A Constituição de 1988 e a emancipação das cidadanias (analfabetos, indígenas, negros, jovens etc.)
A história recente do Brasil: transformações políticas, econômicas, sociais e culturais de 1989 aos dias atuais
Os protagonismos da sociedade civil e as alterações da sociedade brasileira
A questão da violência contra populações marginalizadas
O Brasil e suas relações internacionais na era da globalização","(EF09HI26) Discutir e analisar as causas da violência contra populações marginalizadas (negros, indígenas, mulheres, homossexuais, camponeses, pobres etc.) com vistas à tomada de consciência e à construção de uma cultura de paz, empatia e respeito às pessoas."
141,História,9º,"Modernização, ditadura civil-militar e redemocratização: o Brasil após 1946","O processo de redemocratização
A Constituição de 1988 e a emancipação das cidadanias (analfabetos, indígenas, negros, jovens etc.)
A história recente do Brasil: transformações políticas, econômicas, sociais e culturais de 1989 aos dias atuais
Os protagonismos da sociedade civil e as alterações da sociedade brasileira
A questão da violência contra populações marginalizadas
O Brasil e suas relações internacionais na era da globalização","(EF09HI27) Relacionar aspectos das mudanças econômicas, culturais e sociais ocorridas no Brasil a partir da década de 1990 ao papel do País no cenário internacional na era da globalização."
142,História,9º,A história recente,"A Guerra Fria: confrontos de dois modelos políticos
A Revolução Chinesa e as tensões entre China e Rússia
A Revolução Cubana e as tensões entre Estados Unidos da América e Cuba","(EF09HI28) Identificar e analisar aspectos da Guerra Fria, seus principais conflitos e as tensões geopolíticas no interior dos blocos liderados por soviéticos e estadunidenses."
143,História,9º,A história recente,As experiências ditatoriais na América Latina,"(EF09HI29) Descrever e analisar as experiências ditatoriais na América Latina, seus procedimentos e vínculos com o poder, em nível nacional e internacional, e a atuação de movimentos de contestação às ditaduras."
144,História,9º,A história recente,As experiências ditatoriais na América Latina,"(EF09HI30) Comparar as características dos regimes ditatoriais latino-americanos, com especial atenção para a censura política, a opressão e o uso da força, bem como para as reformas econômicas e sociais e seus impactos."
145,História,9º,A história recente,Os processos de descolonização na África e na Ásia,(EF09HI31) Descrever e avaliar os processos de descolonização na África e na Ásia.
146,História,9º,A história recente,"O fim da Guerra Fria e o processo de globalização
Políticas econômicas na América Latina","(EF09HI32) Analisar mudanças e permanências associadas ao processo de globalização, considerando os argumentos dos movimentos críticos às políticas globais."
147,História,9º,A história recente,"O fim da Guerra Fria e o processo de globalização
Políticas econômicas na América Latina",(EF09HI33) Analisar as transformações nas relações políticas locais e globais geradas pelo desenvolvimento das tecnologias digitais de informação e comunicação.
148,História,9º,A história recente,"O fim da Guerra Fria e o processo de globalização
Políticas econômicas na América Latina","(EF09HI34) Discutir as motivações da adoção de diferentes políticas econômicas na América Latina, assim como seus impactos sociais nos países da região."
149,História,9º,A história recente,"Os conflitos do século XXI e a questão do terrorismo
Pluralidades e diversidades identitárias na atualidade
As pautas dos povos indígenas no século XXI e suas formas de inserção no debate local, regional, nacional e internacional","(EF09HI35) Analisar os aspectos relacionados ao fenômeno do terrorismo na contemporaneidade, incluindo os movimentos migratórios e os choques entre diferentes grupos e culturas."
150,História,9º,A história recente,"Os conflitos do século XXI e a questão do terrorismo
Pluralidades e diversidades identitárias na atualidade
As pautas dos povos indígenas no século XXI e suas formas de inserção no debate local, regional, nacional e internacional","(EF09HI36) Identificar e discutir as diversidades identitárias e seus significados históricos no início do século XXI, combatendo qualquer forma de preconceito e violência."
0,Matemática,1º,Números,"Contagem de rotina
Contagem ascendente e descendente
Reconhecimento de números no contexto diário: indicação de quantidades, indicação de ordem ou indicação de código para a organização de informações","(EF01MA01) Utilizar números naturais como indicador de quantidade ou de ordem em diferentes situações cotidianas e reconhecer situações em que os números não indicam contagem nem ordem, mas sim código de identificação."
